🕘️更新时间,#genre#
杭州影视,http://120.55.49.231:3095/rtp/233.50.201.176:5140
杭州影视,http://www.jeremyoto.com:82/rtp/233.50.201.176:5140
杭州青少,http://120.55.49.231:3095/rtp/233.50.201.177:5140
杭州青少,http://www.jeremyoto.com:82/rtp/233.50.201.177:5140
杭州导视,http://120.55.49.231:3095/rtp/233.50.201.182:5140
杭州导视,http://www.jeremyoto.com:82/rtp/233.50.201.182:5140
宁波TV1,http://www.jeremyoto.com:82/rtp/233.50.201.168:5140
宁波TV2,http://www.jeremyoto.com:82/rtp/233.50.201.178:5140
宁波TV3,http://www.jeremyoto.com:82/rtp/233.50.201.179:5140
宁波TV4,http://www.jeremyoto.com:82/rtp/233.50.201.180:5140
浙江教科,https://ali-m-l.cztv.com/channels/lantian/channel004/1080p.m3u8
浙江经济,https://ali-m-l.cztv.com/channels/lantian/channel003/1080p.m3u8
浙江经济,http://120.55.49.231:3095/rtp/233.50.201.133:5140
之江纪录,https://ali-m-l.cztv.com/channels/lantian/channel012/1080p.m3u8
之江纪录,http://ali-m-l.cztv.com/channels/lantian/channel012/1080p.m3u8
之江纪录,http://120.55.49.231:3095/rtp/233.50.202.25:5140
浙江国际,https://ali-m-l.cztv.com/channels/lantian/channel010/1080p.m3u8?
浙江国际,http://ali-m-l.cztv.com/channels/lantian/channel010/1080p.m3u8
丽水新闻,http://120.55.49.231:3095/rtp/233.50.201.162:5140
衢州公共,http://120.55.49.231:3095/rtp/233.50.202.12:5140
浙江经视,https://ali-m-l.cztv.com/channels/lantian/channel003/1080p.m3u8
浙江民生休闲,https://ali-m-l.cztv.com/channels/lantian/channel006/1080p.m3u8?
浙江民生休闲,http://ali-m-l.cztv.com/channels/lantian/channel006/1080p.m3u8
浙江民生休闲,http://120.55.49.231:3095/rtp/233.50.201.136:5140
浙江数码时代,http://ali-m-l.cztv.com/channels/lantian/channel012/1080p.m3u8
浙江教科影院,http://ali-m-l.cztv.com/channels/lantian/channel004/1080p.m3u8
浙江教科影视,https://ali-m-l.cztv.com/channels/lantian/channel004/1080p.m3u8
浙江教科影视,http://ali-m-l.cztv.com/channels/lantian/channel004/1080p.m3u8
浙江公共新闻,https://ali-m-l.cztv.com/channels/lantian/channel007/1080p.m3u8
浙江公共新闻,http://ali-m-l.cztv.com/channels/lantian/channel007/1080p.m3u8
浙江休闲台,http://ali-m-l.cztv.com/channels/lantian/channel006/720p.m3u8
鄞州二套,http://pili-publish.yzxw.newaircloud.com/newaircloud-yzxw/yzxw_20190925090936.m3u8?zzhed
鄞州一套,http://pili-publish.yzxw.newaircloud.com/newaircloud-yzxw/yzxw_20190925090843.m3u8?zzhed
绍兴电视台公共,http://live.shaoxing.com.cn/video/s10001-sxtv2/index.m3u8?zzhed
绍兴新闻综合,http://live.shaoxing.com.cn/video/s10001-sxtv1/index.m3u8?zzhed
绍兴文化影院,http://live.shaoxing.com.cn/video/s10001-sxtv3/index.m3u8?zzhed
绍兴文化影视,http://live.shaoxing.com.cn/video/s10001-sxtv3/index.m3u8
绍兴公共,http://live.shaoxing.com.cn/video/s10001-sxtv2/index.m3u8?zzhed
数码时代,https://ali-m-l.cztv.com/channels/lantian/channel012/1080p.m3u8
义乌新闻综合,https://44911.hlsplay.aodianyun.com/tv_radio_44911/tv_channel_1796.m3u8?auth_key=4830573978-0-0-92824c2c03f95906a3c49a4aa28f1709&extra_key=Yc1XsmxOKy2UBoPM4Wy5vCPsEYqnj06taCR2SRB2Xrg2w28NPilH03KdIbbM5wgSql-VBohSnoO9AOKl94q2t2DWMftz-XB-2qUX-UjXcS80StcSZahBFjrKLivXaRjiY5r2NOMKWMKFbv-S0Bz2G6iEXgCK8yGjtrFHDcPfAQEE0pvXq0Bwy34b7We8zARN&ali_ffmpeg_version=mpengine
中国蓝新闻,https://ali-m-l.cztv.com/channels/lantian/channel009/1080p.m3u8?
中国蓝新闻,http://ali-m-l.cztv.com/channels/lantian/channel009/1080p.m3u8

☘️北京频道,#genre#
通州电视台,http://pull.dayuntongzhou.com/live/tztv.m3u8

☘️上海频道,#genre#
七彩戏剧,http://home.dzlove.top:35455/itv/5000000011000031116.m3u8?cdn=bestzb
七彩戏剧,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=1043&tk=aa0698566417
七彩戏剧,http://139.196.151.191:2051/rtp/239.45.3.61:5140
上海外语,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=3539&tk=aa0698566417
上海外语,http://139.196.151.191:2051/rtp/239.45.1.127:5140
上海纪实,http://home.dzlove.top:35455/itv/5000000004000010282.m3u8?cdn=bestzb
上海纪实,http://139.129.231.228:50060/rtp/239.21.1.171:5002
上视外语,http://139.196.151.191:2051/rtp/239.45.1.127:5140
东方影视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=0881&tk=aa0698566417
东方影视,http://139.196.151.191:2051/rtp/239.45.3.237:5140
东方财经,http://139.196.151.191:2051/rtp/239.45.1.119:5140
全纪实,http://180.213.174.225:9901/tsfile/live/1039_1.m3u8?key=txiptv&playlive=1&authid=0
全纪实,http://139.196.151.191:2051/rtp/239.45.3.135:5140
动漫秀场,http://111.29.9.33:6610/000000001000/5000000011000031113/index.m3u8?channel-id=bestzb&Contentid=5000000011000031113&livemode=1&stbId=3
动漫秀场,http://home.dzlove.top:35455/itv/5000000011000031113.m3u8?cdn=bestzb
动漫秀场,http://180.213.174.225:9901/tsfile/live/1034_1.m3u8?key=txiptv&playlive=1&authid=0
动漫秀场,http://120.55.49.231:3095/rtp/233.50.201.184:5140
动漫秀场,http://139.196.151.191:2051/rtp/239.45.3.134:5140
哈哈炫动,http://111.29.9.33:6610/000000001000/5000000011000031123/index.m3u8?channel-id=bestzb&Contentid=5000000011000031123&livemode=1&stbId=3
哈哈炫动,http://home.dzlove.top:35455/itv/5000000011000031123.m3u8?cdn=bestzb
哈哈炫动,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=0044&tk=aa0698566417
哈哈炫动,http://120.55.49.231:3095/rtp/233.50.201.74:5140
哈哈炫动,http://61.138.128.226:19901/tsfile/live/1016_1.m3u8
哈哈炫动,http://139.129.231.228:50060/rtp/239.21.1.51:5002
哈哈炫动,http://139.196.151.191:2051/rtp/239.45.1.55:5140
嘉定电视台,http://139.196.151.191:2051/rtp/239.45.3.185:5140
崇明电视台,https://pili-live-hls.wdit.com.cn/wditlive/c038f4fafbdf4f97ba74c74ad67259b931ee.m3u8
新闻综合,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=1371&tk=aa0698566417
新闻综合,http://139.129.231.228:50060/rtp/239.21.1.193:5002
新闻综合,http://139.196.151.191:2051/rtp/239.45.3.209:5140
欢笑剧场,http://180.213.174.225:9901/tsfile/live/1036_1.m3u8?key=txiptv&playlive=1&authid=0
欢笑剧场,http://120.55.49.231:3095/rtp/233.50.201.189:5140
欢笑剧场,http://139.196.151.191:2051/rtp/239.45.3.196:5140
法治天地,http://120.55.49.231:3095/rtp/233.50.201.191:5140
法治天地,http://139.196.151.191:2051/rtp/239.45.1.46:5140
生活时尚,http://111.29.9.33:6610/000000001000/5000000002000019634/index.m3u8?channel-id=bestzb&Contentid=5000000002000019634&livemode=1&stbId=3
生活时尚,http://home.dzlove.top:35455/itv/5000000002000019634.m3u8?cdn=bestzb
生活时尚,http://180.213.174.225:9901/tsfile/live/1038_1.m3u8?key=txiptv&playlive=1&authid=0
生活时尚,http://120.55.49.231:3095/rtp/233.50.201.187:5140
生活时尚,http://139.196.151.191:2051/rtp/239.45.3.132:5140
第一财经,http://home.dzlove.top:35455/itv/5000000010000027146.m3u8?cdn=bestzb
第一财经,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=9803&tk=aa0698566417
第一财经,http://120.55.49.231:3095/rtp/233.50.200.125:5140
第一财经,http://139.196.151.191:2051/rtp/239.45.3.211:5140
纪实人文,http://139.129.231.228:50060/rtp/239.21.1.195:5002
纪实人文,http://139.196.151.191:2051/rtp/239.45.3.212:5140
都市剧场,http://180.213.174.225:9901/tsfile/live/1040_1.m3u8?key=txiptv&playlive=1&authid=0
都市剧场,http://120.55.49.231:3095/rtp/233.50.201.190:5140
都市剧场,http://139.196.151.191:2051/rtp/239.45.3.136:5140
金色频道,http://139.196.151.191:2051/rtp/239.45.1.118:5140

☘️重庆频道,#genre#
万源新闻综合,http://live.wanyuannews.com/wytv/hd/live.m3u8?zsicd
铜梁综合,http://183.64.174.171:40123/ch1.m3u8?zzhongqd
荣昌综合,http://183.64.181.25:40023/rongchang01.m3u8
万州综合,http://123.146.162.24:8013/tslslive/noEX9SG/hls/live_sd.m3u8?zzhongqd
万州三峡移民,http://123.146.162.24:8013/tslslive/PU2vzMI/hls/live_sd.m3u8
重庆时尚购物,https://tvlive.ugoshop.com/ugotvlive/ssgotv.m3u8?auth_key=2312509421-0-0-6642ec3645caa943da6855a9ef7e2129

☘️江苏频道,#genre#
优漫卡通,http://home.dzlove.top:35455/itv/1000000002000010063.m3u8?cdn=ystenlive
优漫卡通,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=1645&tk=aa0698566417
优漫卡通,http://58.221.214.82:9901/tsfile/live/0008_2.m3u8
优漫卡通,http://139.129.231.228:50060/rtp/239.21.1.50:5002
南京十八,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=1646&tk=aa0698566417
南京教科,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=1041&tk=aa0698566417
南京教科,https://fmbox.cc/公众号玉玉软件库/tv/migu.php?id=njkj
南京新闻综合,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=5790&tk=aa0698566417
南京新闻综合,https://fmbox.cc/公众号玉玉软件库/tv/migu.php?id=njxwzh
宜兴新闻,http://yixing-tv-ori-hls.jstv.com/yixing-tv-ori/yixing_xw.m3u8?zjiangsd
宜兴紫砂,http://yixing-tv-ori-hls.jstv.com/yixing-tv-ori/yixing_zs.m3u8?zjiangsd
武进新闻,https://live.wjyanghu.com/live/CH1.m3u8
武进生活,https://live.wjyanghu.com/live/CH2.m3u8
江苏城市,http://58.220.219.14:9901/tsfile/live/0120_3.m3u8?key=txiptv&playlive=1&authid=0
泰州一套新闻综合,http://stream1.mytaizhou.net/xwzh/playlist.m3u8?_upt=2f3c2e461725409415
泰州三套影视娱乐,http://stream1.mytaizhou.net/ysyl/playlist.m3u8?_upt=16dfe82d1725409426
淮安新闻综合,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=4138&tk=aa0698566417
苏州新闻综合,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=3128&tk=aa0698566417
靖江新闻综合,http://visit.jjbctv.com:1935/live/xwzhmb/playlist.m3u8?zjiangsd

☘️辽宁频道,#genre#
辽宁北方,http://dassby.qqff.top:99/live/辽宁北方/index.m3u8
辽宁影视剧,http://dassby.qqff.top:99/live/辽宁影视剧/index.m3u8
辽宁教育青少,http://dassby.qqff.top:99/live/辽宁教育青少/index.m3u8
辽宁生活,http://dassby.qqff.top:99/live/辽宁生活/index.m3u8
辽宁经济,http://dassby.qqff.top:99/live/辽宁经济/index.m3u8
辽宁都市,http://dassby.qqff.top:99/live/辽宁都市/index.m3u8

☘️湖南频道,#genre#
湖南电影,http://116.128.242.83:9901/tsfile/live/1009_1.m3u8
金鹰纪实,http://111.29.9.33:6610/000000001000/5000000011000031203/index.m3u8?channel-id=bestzb&Contentid=5000000011000031203&livemode=1&stbId=3
金鹰纪实,http://home.dzlove.top:35455/itv/5000000011000031203.m3u8?cdn=bestzb
金鹰纪实,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=3471&tk=aa0698566417
金鹰纪实,http://183.11.239.36:808/hls/171/index.m3u8
金鹰纪实,http://139.129.231.228:50060/rtp/239.21.1.170:5002
金鹰纪实,http://139.196.151.191:2051/rtp/239.45.1.45:5140
金鹰纪实,http://121.19.134.222:808/tsfile/live/1037_1.m3u8
湖南金鹰纪实,http://220.170.241.204:9901/tsfile/live/1007_1.m3u8
湖南金鹰纪实,http://180.213.174.225:9901/tsfile/live/1012_1.m3u8?key=txiptv&playlive=1&authid=0

☘️湖北频道,#genre#
湖北经视,http://58.19.43.46:9901/tsfile/live/1017_1.m3u8
湖北影视,http://58.19.43.46:9901/tsfile/live/1016_1.m3u8
湖北垄上,http://58.19.43.46:9901/tsfile/live/1015_1.m3u8
武汉一台新闻综合,http://stream.appwuhan.com/1tzb/sd/live.m3u8
武汉四台经济,http://stream.appwuhan.com/4tzb/sd/live.m3u8
武汉五台文体,http://stream.appwuhan.com/5tzb/sd/live.m3u8
武汉六台外语,http://stream.appwuhan.com/6tzb/sd/live.m3u8
武汉经济,http://stream.appwuhan.com/4tzb/sd/live.m3u8
武汉文体,http://stream.appwuhan.com/5tzb/sd/live.m3u8
武汉外语,http://stream.appwuhan.com/6tzb/sd/live.m3u8
江夏新闻综合,http://59.175.226.142:280/gb28181/xwzh.m3u8?zhubd
十堰新闻,http://p8.vzan.com/slowlive/034028687228317362/live.m3u8
十堰新闻,https://p8.vzan.com/slowlive/034028687228317362/live.m3u8?zbid=351104&tpid=868100086
武汉新闻,http://stream.appwuhan.com/1tzb/sd/live.m3u8
潜江综合,http://hbqjdb.chinashadt.com:2035/live/3.stream/playlist.m3u8

☘️广西频道,#genre#
南宁公共,http://hls.nntv.cn/nnlive/NNTV_PUB_A.m3u8?zguangxd
南宁公共,https://hls.nntv.cn/nnlive/NNTV_PUB_A.m3u8
南宁公共,http://13457610200.8866.org:2018/live/南宁公共/index.m3u8
南宁影娱乐,http://hls.nntv.cn/nnlive/NNTV_VOD_A.m3u8?zguangxd
南宁新闻综合,rtmp://tv.qntv.net/channellive/ch1?zguizd
南宁新闻综合,http://hls.nntv.cn/nnlive/NNTV_NEWS_A.m3u8?zguangxd
南宁新闻综合,https://hls.nntv.cn/nnlive/NNTV_NEWS_A.m3u8
南宁都市生活,http://hls.nntv.cn/nnlive/NNTV_METRO_A.m3u8?zguangxd
南宁都市生活,https://hls.nntv.cn/nnlive/NNTV_METRO_A.m3u8
来宾综合,http://zb.gxlbamc.com:1935/live/lbzh.stream/playlist.m3u8
广西新闻,http://116.9.204.242:9901/tsfile/live/1001_1.m3u8
南宁影视娱乐,https://hls.nntv.cn/nnlive/NNTV_VOD_A.m3u8

☘️天津频道,#genre#
津南一套,http://play.jinnantv.top/live/JNTV1.m3u8?ztianjd
天津都市,http://180.213.174.225:9901/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0
天津新闻,http://180.213.174.225:9901/tsfile/live/0018_1.m3u8?key=txiptv&playlive=1&authid=0
天津文艺,http://180.213.174.225:9901/tsfile/live/0019_1.m3u8?key=txiptv&playlive=1&authid=0
天津卫视,http://111.29.9.33:6610/000000001000/1000000001000000831/index.m3u8?channel-id=bestzb&Contentid=1000000001000000831&livemode=1&stbId=3
天津卫视,http://175.18.189.238:9998/tsfile/live/0135_1.m3u8?key=txiptv&playlive=1&authid=0
天津卫视,http://39.164.180.36:19901/tsfile/live/0135_1.m3u8?key=txiptv&playlive=0&authid=0
天津卫视,http://112.46.85.60:8009/hls/44/index.m3u8
天津卫视,http://123.182.60.29:9002/hls/23/index.m3u8
天津卫视,http://36.32.174.67:60080/newlive/live/hls/26/live.m3u8
天津卫视,http://110.53.52.63:8888/newlive/live/hls/42/live.m3u8
天津卫视,http://dsm.huarunguoji.top:35455/itv/1000000005000265026.m3u8?cdn=ystenlive
天津卫视,http://231114.xyz:35455/itv/1000000005000265026.m3u8?cdn=ystenlive
天津卫视,http://3501776.xyz:35455/itv/1000000005000265026.m3u8?cdn=ystenlive

☘️四川频道,#genre#
万源新闻综合,http://live.wanyuannews.com/wytv/hd/live.m3u8?zsicd
乐山新闻综合,http://m3u8file.lstv.org.cn/nmip-media/channellive/channel1/playlist.m3u8
乐至综合,http://175.155.106.72:89/live1/live1.m3u8?zsicd
利州综合,http://tvfile.lzgbdst.com/nmip-media/channellive/channel106876/playlist.m3u8?zsicd
剑阁综合,https://m3u8.channel.dzsm.com/nmip-media/channellive/channel105549/playlist.m3u8
双流综合,http://171.221.250.130:18888/27e684978eb642eeb90ab815f6cc51bf/c41893de5e8645b3b43aef1640859b0d.m3u8?zsicd
叙州新闻综合,http://pili-live-hls.ybcxjd.com/jdh-live/2108111201035597.m3u8?zsicd
叙州新闻综合,http://2061827161.cloudvdn.com/a.m3u8?domain=pili-live-hls.ybcxjd.com&player=IjsAAN-1KyqjjPYX&secondToken=secondToken%3AMHl3QtaAs-H2KkHpuGUAlKuJ9a8&streamid=jdh-live%3Ajdh-live%2F2108111201035597&v3=1
夹江新闻综合,http://tvfile.jjrm.org.cn/nmip-media/channellive/channel106282/playlist.m3u8?zsicd
岳池新闻综合,http://liveyc.cmc.yuechirmt.cn:80/live/yctv.m3u8?auth_key=1714112398-0-0-d9a6bd74623c01c1c2f9576fe51e8b7b
广元公共,https://m3u8.channel.dzsm.com/nmip-media/channellive/channel101257/playlist.m3u8
广元综合,https://m3u8.channel.dzsm.com/nmip-media/channellive/channel100999/playlist.m3u8
广安公共,http://live1.gatv.com.cn:85/live/GGPD_ggpdzm.m3u8?zsicd
康巴卫视,http://dsm.huarunguoji.top:35455/itv/1000000005000266002.m3u8?cdn=ystenlive
康巴卫视,http://home.dzlove.top:35455/itv/1000000005000266002.m3u8?cdn=ystenlive
康巴卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=4412&tk=aa0698566417
康巴卫视,http://218.89.240.144:59901/tsfile/live/1010_1.m3u8
康巴卫视,http://139.196.151.191:2051/rtp/239.45.1.251:5140
德阳公共,http://scdytv.cn:1935/live/m_ggpd_livevideo/playlist.m3u8?zsicd
德阳新闻综合,http://scdytv.cn:1935/live/m_xwpd_livevideo/playlist.m3u8?zsicd
旺苍新闻综合,http://channel.wcrmt.cn:80/nmip-media/channellive/channel105268/playlist.m3u8
沐川综合,rtmp://tv.mcrm.org.cn:1935/channellive/tv01
沐川综合,http://tvfile.swrmt.com:80/nmip-media/channellive/channel100064/playlist.m3u8
沙湾综合,http://tvfile.swrmt.com:80/nmip-media/channellive/channel100064/playlist.m3u8
金川乡村,http://live.jinchuanrmt.com:90/live/jcxc.m3u8?zsicd
金川新闻综合,http://live.jinchuanrmt.com:90/live/zhxw.m3u8?zsicd
金川新闻综合,http://139.203.180.9:90/live/zhxw.m3u8
长宁综合,http://cnpull.sccnfb.com/live/123456.m3u8?zsicd
马尔康综合,http://live.zmmek.com:90/live/zhxw.m3u8?zsicd
龙泉驿新闻综合,https://live-pull.newslqy.com/live/fmzb1682404988829.m3u8

☘️陕西频道,#genre#
陕西新闻资讯,http://gxlive.snrtv.com/sx1-SD.m3u8
陕西都市青春,http://gxlive.snrtv.com/sx2-SD.m3u8
陕西生活,http://gxlive.snrtv.com/sx3-SD.m3u8
陕西公共,http://gxlive.snrtv.com/sx5-SD.m3u8
陕西体育休闲,http://gxlive.snrtv.com/sx7-SD.m3u8
陕西影视,http://gxlive.snrtv.com/sx4-SD.m3u8

☘️福建频道,#genre#
厦门卫视,http://dsm.huarunguoji.top:35455/itv/1000000005000266006.m3u8?cdn=ystenlive
厦门卫视,http://home.dzlove.top:35455/itv/1000000005000266006.m3u8?cdn=ystenlive
厦门卫视,http://31182.hlsplay.aodianyun.com/lms_31182/tv_channel_175.m3u8?zfud
厦门卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=0440&tk=aa0698566417
厦门卫视,https://live1b.kxm.xmtv.cn/xmtvbf/tvzb/live.m3u8
厦门卫视,http://124.128.73.58:9901/tsfile/live/0129_1.m3u8?key=txiptv&playlive=1&authid=0
厦门卫视,http://113.118.15.210:808/hls/17/index.m3u8
厦门卫视,http://123.132.233.194:352/tsfile/live/0119_1.m3u8
厦门卫视,http://113.101.119.26:808/hls/158/index.m3u8
厦门卫视,http://183.11.239.36:808/hls/17/index.m3u8
漳州新闻综合,http://31182.hlsplay.aodianyun.com/lms_31182/tv_channel_175.m3u8?zfud
漳州新闻综合,https://31182.hlsplay.aodianyun.com/lms_31182/tv_channel_175.m3u8
漳浦综合,http://220.161.87.62:8090/hls/0/index.m3u8?zfud
漳州新闻,http://31182.hlsplay.aodianyun.com/lms_31182/tv_channel_175.m3u8

☘️海南频道,#genre#

☘️河南频道,#genre#
梨园,http://live.dxhmt.cn:9080/19903718786/3159ec673c114135816d45dd52ad7396.m3u8
义马新闻综合,http://live.dxhmt.cn:9081/tv/11281-1.m3u8
兰考新闻,http://live.dxhmt.cn:9081/tv/10225-1.m3u8
叶县,http://live.dxhmt.cn:9081/tv/10422-1.m3u8
周口扶沟,http://live.dxhmt.cn:9081/tv/11621-1.m3u8
唐河一套,http://live.dxhmt.cn:9081/tv/11328-1.m3u8
巩义新闻综合,http://live.dxhmt.cn:9081/tv/10181-1.m3u8
泌阳新闻综合,http://live.dxhmt.cn:9081/tv/11726-1.m3u8
淅川电视,http://live.dxhmt.cn:9081/tv/11326-1.m3u8
渑池新闻综合,http://live.dxhmt.cn:9081/tv/11221-1.m3u8
禹州综合,http://live.dxhmt.cn:9081/tv/11081-1.m3u8
郸城新闻综合,http://live.dxhmt.cn:9081/tv/11625-1.m3u8
邓州新闻,http://live.dxhmt.cn:9081/tv/11381-1.m3u8
荥阳综合,http://live.dxhmt.cn:9081/tv/10182-1.m3u8
灵宝新闻综合,http://live.dxhmt.cn:9081/tv/11282-1.m3u8
滑县新闻,http://live.dxhmt.cn:9081/tv/10526-1.m3u8
济源电视一套,http://live.dxhmt.cn:9081/tv/19001-1.m3u8
沁阳新闻综合,http://live.dxhmt.cn:9081/tv/10882-1.m3u8
永城综合,http://live.dxhmt.cn:9081/tv/11481-1.m3u8
方城一套,http://live.dxhmt.cn:9081/tv/11322-1.m3u8
内乡综合,http://live.dxhmt.cn:9081/tv/11325-1.m3u8

☘️河北频道,#genre#
石家庄都市,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=5859&tk=97475bb89d45
石家庄生活,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=6093&tk=7d4ad8f156e3
石家庄新闻综合,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=0536&tk=7877e7cc41c7
石家庄娱乐,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=0948&tk=97475bb89d45
河北都市,http://121.19.134.222:808/tsfile/live/1001_1.m3u8
河北农民,http://121.19.134.222:808/tsfile/live/1005_1.m3u8

☘️贵州频道,#genre#
七星关电视台,https://p8.vzan.com:443/slowlive/147077707554082780/live.m3u8

☘️甘肃频道,#genre#
临洮综合,https://play.kankanlive.com/live/1638428318510977.m3u8?zgand
临潭综合,http://pili-live-hls.hfmt.net/gntv/lttv.m3u8?zgand
卓尼综合,http://pili-live-hls.hfmt.net/gntv/zntv.m3u8?zgand
夏河综合,http://pili-live-hls.hfmt.net/gntv/xhtv.m3u8?zgand
天水新闻综合,https://play.kankanlive.com/live/1698724188723989.m3u8
天祝综合,https://play.kankanlive.com/live/1656487214793905.m3u8
定西公共,https://play.kankanlive.com/live/1645680054929933.m3u8?zgand
定西综合,https://play.kankanlive.com/live/1645679947087932.m3u8?zgand
岷县综合,http://play.kankanlive.com/live/1614311581479927.m3u8?zgand
张掖新闻综合,https://play.kankanlive.com/live/1629709727589955.m3u8
景泰综合,https://play.kankanlive.com/live/1624439143745981.m3u8?zgand
玛曲综合,http://pili-live-hls.hfmt.net/gntv/mqtv.m3u8?gansu
甘南综合,http://pili-live-hls.hfmt.net/gntv/gnhytv.m3u8?zgand
碌曲综合,http://pili-live-hls.hfmt.net/gntv/lqtv.m3u8?zgand
舟曲新闻,http://pili-live-hls.hfmt.net/gntv/zqtv.m3u8?zgand
西和综合,https://play.kankanlive.com/live/1626051451895935.m3u8?zgand
西峰综合,http://pili-live-rtmp.luan2.hfmt.net/luan2/xifeng/123456.m3u8?zgand
通渭综合,https://play.kankanlive.com/live/1629944062210970.m3u8?zgand
酒泉综合,https://play.kankanlive.com/live/1702033926169975.m3u8
金川综合,https://play.kankanlive.com/live/1625041962958919.m3u8?zgand

☘️新疆频道,#genre#
伊犁汉语综合,http://110.153.180.106:55555/out_1/index.m3u8
伊犁维吾尔,http://110.153.180.106:55555/out_2/index.m3u8?zxinjd
伊犁哈萨克,http://110.153.180.106:55555/out_3/index.m3u8?zxinjd
伊犁经济法制,http://110.153.180.106:55555/out_4/index.m3u8?zxinjd
兵团八师石河子新闻综合,http://124.88.144.73:1935/live/xwzh/playlist.m3u8?zxinjd
兵团八师石河子经济生活,http://124.88.144.73:1935/live/dywt/playlist.m3u8?zxinjd
兵团八师石河子教育,http://124.88.144.73:1935/live/jiaoyu/playlist.m3u8?zxinjd
奎屯哈萨克语,http://218.84.12.186:8002/hls/main/playlist.m3u8?zxinjd
玛纳斯综合,http://218.84.127.245:1026/hls/main1/playlist.m3u8
新疆卫视,http://111.29.9.33:6610/000000001000/1000000002000029441/index.m3u8?channel-id=bestzb&Contentid=1000000002000029441&livemode=1&stbId=3
新疆卫视,http://36.32.174.67:60080/newlive/live/hls/47/live.m3u8
新疆卫视,http://110.53.52.63:8888/newlive/live/hls/37/live.m3u8
新疆卫视,http://dsm.huarunguoji.top:35455/itv/1000000002000029441.m3u8?cdn=ystenlive
新疆卫视,http://home.dzlove.top:35455/itv/1000000002000029441.m3u8?cdn=ystenlive
新疆卫视,http://111.61.236.247:9081/hls/53/index.m3u8
新疆卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=7387&tk=aa0698566417
新疆卫视,http://124.128.73.58:9901/tsfile/live/0110_1.m3u8?key=txiptv&playlive=1&authid=0
新疆卫视,http://113.118.15.210:808/hls/65/index.m3u8
新疆卫视,http://123.132.233.194:352/tsfile/live/0110_1.m3u8

☘️山东频道,#genre#
山东少儿,http://123.132.233.194:352/tsfile/live/1002_1.m3u8?key=txiptv&playlive=1&authid=0
山东少儿,http://139.129.231.228:50060/rtp/239.21.1.208:5002
山东新闻,http://139.129.231.228:50060/rtp/239.21.1.140:5002
山东国际,http://139.129.231.228:50060/rtp/239.21.1.61:5002
山东国际,http://221.0.78.198:1681/hls/10228/index.m3u8
山东教育,http://home.dzlove.top:35455/itv/1000000002000004097.m3u8?cdn=ystenlive
山东教育,http://livewai.sdetv.com.cn/live/da4ebbb91ee8468db5a9d230a535391f_transios/playlist.m3u8
山东教育,http://183.11.239.36:808/hls/72/index.m3u8
山东教育,http://139.129.231.228:50060/rtp/239.21.1.169:5002
山东教育,http://121.19.134.222:808/tsfile/live/1033_1.m3u8
山东居家购物,http://139.129.231.228:50060/rtp/239.21.1.112:5002
山东农科,http://139.129.231.228:50060/rtp/239.21.1.183:5002
山东齐鲁,http://139.129.231.228:50060/rtp/239.21.1.134:5002
山东生活,http://139.129.231.228:50060/rtp/239.21.1.175:5002
山东体育,http://124.128.73.58:9901/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0
山东体育,http://123.132.233.194:352/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0
山东体育,http://139.129.231.228:50060/rtp/239.21.1.141:5002
山东文旅,http://139.129.231.228:50060/rtp/239.21.1.176:5002
山东综艺,http://124.128.73.58:9901/tsfile/live/1002_1.m3u8?key=txiptv&playlive=1&authid=0
山东综艺,http://139.129.231.228:50060/rtp/239.21.1.177:5002
济南新闻综合,rtmp://tv.qntv.net/channellive/ch1?zguizd
济南新闻综合,http://221.0.78.198:1681/hls/10279/index.m3u8
济南都市,http://124.128.73.58:9901/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0
济南都市,http://139.129.231.228:50060/rtp/239.21.1.63:5002
济南都市,http://221.0.78.198:1681/hls/10280/index.m3u8
济南生活,http://139.129.231.228:50060/rtp/239.21.1.64:5002
